[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.574984920260647e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 1.671595306618201e-08}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 4.150893850862758e-09}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 4.263780883917434e-09}]
[{'word': 'worse', 'softmax': 0.9999995827674866}, {'word': 'better', 'softmax': 7.000962032321922e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 4.596655056587906e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 4.0383456578751975e-09}]
[{'word': 'worse', 'softmax': 0.9999997019767761}, {'word': 'better', 'softmax': 5.1540793855053835e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 3.305243412299319e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 8.181398669648843e-09}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 4.441081458139706e-08}]
[{'word': 'less', 'softmax': 0.999994158744812}, {'word': 'more', 'softmax': 5.8043328863277566e-06}]
[{'word': 'less', 'softmax': 0.9999954104423523}, {'word': 'more', 'softmax': 4.596799044520594e-06}]
[{'word': 'worse', 'softmax': 0.9999998211860657}, {'word': 'better', 'softmax': 5.24786170075231e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 8.069134693755586e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 5.300069716440703e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 2.2240354002889262e-09}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 6.391567275443322e-09}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 1.883472933172925e-08}]
[{'word': 'less', 'softmax': 0.9992859363555908}, {'word': 'more', 'softmax': 0.0007140501402318478}]
[{'word': 'more', 'softmax': 0.9999998211860657}, {'word': 'less', 'softmax': 2.2069738747632073e-07}]
[{'word': 'more', 'softmax': 0.9999998211860657}, {'word': 'less', 'softmax': 1.89404332218146e-07}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 1.0514338288913905e-09}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 7.868573348446262e-09}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 1.3612230453929897e-08}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 9.982279181031117e-08}]
[{'word': 'less', 'softmax': 0.9999884366989136}, {'word': 'more', 'softmax': 1.1549966984603088e-05}]
[{'word': 'less', 'softmax': 0.999991238117218}, {'word': 'more', 'softmax': 8.664917004352901e-06}]
[{'word': 'less', 'softmax': 0.9999926686286926}, {'word': 'more', 'softmax': 7.334387191804126e-06}]
[{'word': 'more', 'softmax': 0.9999995827674866}, {'word': 'less', 'softmax': 4.248181824095809e-07}]
[{'word': 'more', 'softmax': 0.9999998211860657}, {'word': 'less', 'softmax': 1.5163838895659865e-07}]
[{'word': 'less', 'softmax': 0.9999473094940186}, {'word': 'more', 'softmax': 5.272920316201635e-05}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 6.002333208243726e-08}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 5.536256963978303e-08}]
[{'word': 'better', 'softmax': 0.9999998211860657}, {'word': 'worse', 'softmax': 2.071070213105486e-07}]
[{'word': 'worse', 'softmax': 0.9999552965164185}, {'word': 'better', 'softmax': 4.456111491890624e-05}]
[{'word': 'worse', 'softmax': 0.9999496936798096}, {'word': 'better', 'softmax': 5.0157541409134865e-05}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 1.0969412755912344e-07}]
[{'word': 'easier', 'softmax': 0.9999996423721313}, {'word': 'harder', 'softmax': 3.1911861242406303e-07}]
[{'word': 'easier', 'softmax': 0.9999997019767761}, {'word': 'harder', 'softmax': 2.6845125944419124e-07}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 5.770868227727988e-08}]
[{'word': 'less', 'softmax': 0.9999838471412659}, {'word': 'more', 'softmax': 1.6173633412108757e-05}]
[{'word': 'less', 'softmax': 0.9999963045120239}, {'word': 'more', 'softmax': 3.6736666970682563e-06}]
[{'word': 'worse', 'softmax': 0.9999818801879883}, {'word': 'better', 'softmax': 1.7175512766698375e-05}]
[{'word': 'better', 'softmax': 0.9999998211860657}, {'word': 'worse', 'softmax': 1.957748168024409e-07}]
[{'word': 'better', 'softmax': 0.9999997019767761}, {'word': 'worse', 'softmax': 3.0455854016508965e-07}]
[{'word': 'easier', 'softmax': 0.9999995231628418}, {'word': 'harder', 'softmax': 1.2140777982949658e-07}]
[{'word': 'harder', 'softmax': 0.9999995231628418}, {'word': 'easier', 'softmax': 4.112267220079957e-07}]
[{'word': 'harder', 'softmax': 0.9999996423721313}, {'word': 'easier', 'softmax': 2.8105239380238345e-07}]
[{'word': 'harder', 'softmax': 0.9999995231628418}, {'word': 'easier', 'softmax': 4.686209820192744e-07}]
[{'word': 'easier', 'softmax': 0.9999991059303284}, {'word': 'harder', 'softmax': 7.939732995509985e-07}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 1.506317630628473e-07}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.1263646015891027e-08}]
[{'word': 'harder', 'softmax': 0.9999992847442627}, {'word': 'easier', 'softmax': 7.334767815336818e-07}]
[{'word': 'harder', 'softmax': 0.999999463558197}, {'word': 'easier', 'softmax': 5.450758067127026e-07}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 3.320864250255795e-09}]
[{'word': 'harder', 'softmax': 0.9999984502792358}, {'word': 'easier', 'softmax': 1.5567247828585096e-06}]
[{'word': 'harder', 'softmax': 0.9999991059303284}, {'word': 'easier', 'softmax': 8.8898752892419e-07}]
[{'word': 'worse', 'softmax': 0.9999997615814209}, {'word': 'better', 'softmax': 5.109953349347052e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 1.575815211651843e-08}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 1.7061909218796245e-08}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 2.176614621873796e-08}]
[{'word': 'less', 'softmax': 0.9999960064888}, {'word': 'more', 'softmax': 4.032793185615446e-06}]
[{'word': 'less', 'softmax': 0.9999963045120239}, {'word': 'more', 'softmax': 3.6944520616088994e-06}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 2.7550595405045897e-07}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 5.46937606316078e-09}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 4.434527411945055e-09}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 5.597732943840583e-09}]
[{'word': 'worse', 'softmax': 1.0}, {'word': 'better', 'softmax': 4.877013015658349e-09}]
[{'word': 'worse', 'softmax': 1.0}, {'word': 'better', 'softmax': 6.4767857743674995e-09}]
[{'word': 'less', 'softmax': 0.9999903440475464}, {'word': 'more', 'softmax': 8.597806299803779e-06}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 1.1647783537682699e-07}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 4.841702150315541e-08}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 2.4473083115594818e-08}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 2.6577856715448434e-07}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 2.127849256794434e-07}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 6.837667854142637e-08}]
[{'word': 'easier', 'softmax': 0.999999463558197}, {'word': 'harder', 'softmax': 4.644276518916968e-09}]
[{'word': 'easier', 'softmax': 0.9999994039535522}, {'word': 'harder', 'softmax': 5.564410709979484e-09}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 1.556553854697995e-07}]
[{'word': 'easier', 'softmax': 0.9999997615814209}, {'word': 'harder', 'softmax': 1.211783029475555e-07}]
[{'word': 'easier', 'softmax': 0.9999997615814209}, {'word': 'harder', 'softmax': 1.5503435690789047e-07}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 2.9776547894044825e-09}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 2.6612752890287084e-07}]
[{'word': 'harder', 'softmax': 0.9999994039535522}, {'word': 'easier', 'softmax': 5.868010930498713e-07}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 1.529659527932381e-07}]
[{'word': 'easier', 'softmax': 0.9999996423721313}, {'word': 'harder', 'softmax': 2.6992481139131996e-07}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 7.119956535461824e-08}]
[{'word': 'easier', 'softmax': 0.9999986290931702}, {'word': 'harder', 'softmax': 7.093059366525267e-07}]
[{'word': 'harder', 'softmax': 0.9999996423721313}, {'word': 'easier', 'softmax': 2.5337459419461084e-07}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 2.2723706649685482e-07}]
[{'word': 'harder', 'softmax': 0.999999463558197}, {'word': 'easier', 'softmax': 2.845931987849326e-07}]
[{'word': 'easier', 'softmax': 0.999999463558197}, {'word': 'harder', 'softmax': 2.2018999956685548e-09}]
[{'word': 'easier', 'softmax': 0.9999994039535522}, {'word': 'harder', 'softmax': 1.886757194924371e-09}]
[{'word': 'easier', 'softmax': 0.9999972581863403}, {'word': 'harder', 'softmax': 1.9711956156243104e-06}]
[{'word': 'harder', 'softmax': 0.9999995231628418}, {'word': 'easier', 'softmax': 4.234493644617032e-07}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 3.2406614991487004e-07}]
[{'word': 'better', 'softmax': 0.9999991655349731}, {'word': 'worse', 'softmax': 1.7980369193537626e-08}]
[{'word': 'worse', 'softmax': 0.999999463558197}, {'word': 'better', 'softmax': 2.6233158223476494e-07}]
[{'word': 'worse', 'softmax': 0.9999994039535522}, {'word': 'better', 'softmax': 3.965665769101179e-07}]
[{'word': 'worse', 'softmax': 0.9999984502792358}, {'word': 'better', 'softmax': 1.387685699683061e-07}]
[{'word': 'better', 'softmax': 0.999999463558197}, {'word': 'worse', 'softmax': 2.0046080351221462e-09}]
[{'word': 'better', 'softmax': 0.9999995231628418}, {'word': 'worse', 'softmax': 4.1994692168145775e-09}]
[{'word': 'worse', 'softmax': 0.9999947547912598}, {'word': 'better', 'softmax': 1.2551230055279916e-09}]
[{'word': 'better', 'softmax': 0.9999999403953552}, {'word': 'worse', 'softmax': 6.937346253010901e-09}]
[{'word': 'better', 'softmax': 0.9999999403953552}, {'word': 'worse', 'softmax': 3.2576390474048367e-09}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 7.207482610738225e-09}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 6.239510952354976e-08}]
[{'word': 'harder', 'softmax': 1.0}, {'word': 'easier', 'softmax': 4.7398934555076266e-08}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 2.3566354911963572e-07}]
[{'word': 'easier', 'softmax': 0.9999997615814209}, {'word': 'harder', 'softmax': 2.790993676171638e-07}]
[{'word': 'easier', 'softmax': 0.9999997615814209}, {'word': 'harder', 'softmax': 2.3653446135085687e-07}]
[{'word': 'better', 'softmax': 0.9999998807907104}, {'word': 'worse', 'softmax': 1.5529466601549302e-09}]
[{'word': 'worse', 'softmax': 0.9999998211860657}, {'word': 'better', 'softmax': 9.735382500153378e-10}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 2.8252213901680534e-09}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 2.3801876025686397e-08}]
[{'word': 'easier', 'softmax': 0.999999463558197}, {'word': 'harder', 'softmax': 4.3234131830161004e-09}]
[{'word': 'easier', 'softmax': 0.9999989867210388}, {'word': 'harder', 'softmax': 4.174295575865017e-09}]
[{'word': 'easier', 'softmax': 0.9999997615814209}, {'word': 'harder', 'softmax': 9.139275647385148e-08}]
[{'word': 'harder', 'softmax': 0.9999985098838806}, {'word': 'easier', 'softmax': 1.4437501931752195e-06}]
[{'word': 'harder', 'softmax': 0.9999991059303284}, {'word': 'easier', 'softmax': 9.536569791634975e-07}]
[{'word': 'harder', 'softmax': 0.9999998211860657}, {'word': 'easier', 'softmax': 8.239280901989332e-08}]
[{'word': 'easier', 'softmax': 0.9999980330467224}, {'word': 'harder', 'softmax': 1.4818371028013644e-06}]
[{'word': 'easier', 'softmax': 0.9999980330467224}, {'word': 'harder', 'softmax': 1.4876879959047073e-06}]
[{'word': 'easier', 'softmax': 0.9999979138374329}, {'word': 'harder', 'softmax': 3.5058693015344033e-07}]
[{'word': 'harder', 'softmax': 0.9999994039535522}, {'word': 'easier', 'softmax': 5.289064688440703e-07}]
[{'word': 'harder', 'softmax': 0.9999991655349731}, {'word': 'easier', 'softmax': 7.200476375146536e-07}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 6.108820116423885e-09}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 2.4366985940105224e-07}]
[{'word': 'harder', 'softmax': 0.9999995827674866}, {'word': 'easier', 'softmax': 4.783087206305936e-07}]
[{'word': 'harder', 'softmax': 0.9999995231628418}, {'word': 'easier', 'softmax': 4.217486377910973e-07}]
[{'word': 'easier', 'softmax': 0.9999977350234985}, {'word': 'harder', 'softmax': 2.135701606675866e-06}]
[{'word': 'easier', 'softmax': 0.9999989867210388}, {'word': 'harder', 'softmax': 1.0343242138333153e-06}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 2.2470187488465854e-08}]
[{'word': 'harder', 'softmax': 0.9999673962593079}, {'word': 'easier', 'softmax': 3.262128302594647e-05}]
[{'word': 'harder', 'softmax': 0.9999760985374451}, {'word': 'easier', 'softmax': 2.391630368947517e-05}]
[{'word': 'harder', 'softmax': 0.9999991655349731}, {'word': 'easier', 'softmax': 2.259912434965372e-07}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 5.642001976724487e-09}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 3.878989573991021e-09}]
[{'word': 'easier', 'softmax': 0.9999990463256836}, {'word': 'harder', 'softmax': 6.346572831716912e-07}]
[{'word': 'harder', 'softmax': 0.9999947547912598}, {'word': 'easier', 'softmax': 5.220229922997532e-06}]
[{'word': 'harder', 'softmax': 0.9999929666519165}, {'word': 'easier', 'softmax': 7.013703452685149e-06}]
[{'word': 'harder', 'softmax': 0.999992311000824}, {'word': 'easier', 'softmax': 7.600472599733621e-06}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 4.648978446653018e-08}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 1.1666371335650183e-07}]
[{'word': 'less', 'softmax': 0.9999929666519165}, {'word': 'more', 'softmax': 6.9823895501031075e-06}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 1.0300053787659635e-07}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 2.49605314195378e-08}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 4.0914542864811665e-09}]
[{'word': 'less', 'softmax': 0.9999967813491821}, {'word': 'more', 'softmax': 3.2078505682875402e-06}]
[{'word': 'less', 'softmax': 0.9999984502792358}, {'word': 'more', 'softmax': 1.5579842056467896e-06}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 6.564042820400573e-08}]
[{'word': 'less', 'softmax': 0.9999948740005493}, {'word': 'more', 'softmax': 5.18261094839545e-06}]
[{'word': 'less', 'softmax': 0.9999882578849792}, {'word': 'more', 'softmax': 1.1748556062229909e-05}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 6.40125819018067e-08}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.3119155539698113e-07}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 4.759135308063378e-08}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 7.124956624693368e-08}]
[{'word': 'less', 'softmax': 0.9999932646751404}, {'word': 'more', 'softmax': 6.697964636259712e-06}]
[{'word': 'less', 'softmax': 0.9999908208847046}, {'word': 'more', 'softmax': 9.211655196850188e-06}]
[{'word': 'less', 'softmax': 0.9999851584434509}, {'word': 'more', 'softmax': 1.4455335985985585e-05}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 1.58651587867098e-07}]
[{'word': 'more', 'softmax': 0.9999997019767761}, {'word': 'less', 'softmax': 2.757183494850324e-07}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 3.95709554013024e-09}]
[{'word': 'harder', 'softmax': 0.9999991655349731}, {'word': 'easier', 'softmax': 8.572267233830644e-07}]
[{'word': 'harder', 'softmax': 0.9999993443489075}, {'word': 'easier', 'softmax': 6.269428354244155e-07}]
[{'word': 'less', 'softmax': 0.9999933838844299}, {'word': 'more', 'softmax': 6.574005055881571e-06}]
[{'word': 'more', 'softmax': 0.9999997615814209}, {'word': 'less', 'softmax': 2.687330606931937e-07}]
[{'word': 'more', 'softmax': 0.9999997019767761}, {'word': 'less', 'softmax': 2.6540669750829693e-07}]
[{'word': 'more', 'softmax': 0.9999995827674866}, {'word': 'less', 'softmax': 3.1408845302394184e-07}]
[{'word': 'less', 'softmax': 0.9999979138374329}, {'word': 'more', 'softmax': 2.0559225504257483e-06}]
[{'word': 'less', 'softmax': 0.9999986290931702}, {'word': 'more', 'softmax': 1.3559985063693603e-06}]
[{'word': 'less', 'softmax': 0.9999963641166687}, {'word': 'more', 'softmax': 3.341047886351589e-06}]
[{'word': 'more', 'softmax': 0.999999463558197}, {'word': 'less', 'softmax': 4.2959300117217936e-07}]
[{'word': 'more', 'softmax': 0.999999463558197}, {'word': 'less', 'softmax': 3.973600826157053e-07}]
[{'word': 'less', 'softmax': 0.9999901056289673}, {'word': 'more', 'softmax': 9.921904165821616e-06}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 8.006863083664939e-08}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 3.850317753517629e-08}]
[{'word': 'more', 'softmax': 0.9999993443489075}, {'word': 'less', 'softmax': 6.843069400019886e-07}]
[{'word': 'less', 'softmax': 0.9999939203262329}, {'word': 'more', 'softmax': 6.074261364119593e-06}]
[{'word': 'less', 'softmax': 0.9999933242797852}, {'word': 'more', 'softmax': 6.629914423683658e-06}]
[{'word': 'less', 'softmax': 0.9999969601631165}, {'word': 'more', 'softmax': 2.9710811304539675e-06}]
[{'word': 'more', 'softmax': 0.9999389052391052}, {'word': 'less', 'softmax': 5.828731809742749e-05}]
[{'word': 'more', 'softmax': 0.9999873042106628}, {'word': 'less', 'softmax': 1.0965772162307985e-05}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 8.558117770007811e-09}]
[{'word': 'less', 'softmax': 0.9999958872795105}, {'word': 'more', 'softmax': 4.142183570365887e-06}]
[{'word': 'less', 'softmax': 0.9999966621398926}, {'word': 'more', 'softmax': 3.3040523703675717e-06}]
[{'word': 'less', 'softmax': 0.9999802112579346}, {'word': 'more', 'softmax': 6.996645424806047e-06}]
[{'word': 'more', 'softmax': 0.9999984502792358}, {'word': 'less', 'softmax': 1.5078340993568418e-06}]
[{'word': 'more', 'softmax': 0.9999980926513672}, {'word': 'less', 'softmax': 1.8898623466157005e-06}]
[{'word': 'more', 'softmax': 0.9999730587005615}, {'word': 'less', 'softmax': 1.906586294353474e-05}]
[{'word': 'less', 'softmax': 0.9999969005584717}, {'word': 'more', 'softmax': 3.044091727133491e-06}]
[{'word': 'less', 'softmax': 0.9999977946281433}, {'word': 'more', 'softmax': 2.0499549009400653e-06}]
[{'word': 'harder', 'softmax': 0.9999994039535522}, {'word': 'easier', 'softmax': 5.072996032140509e-07}]
[{'word': 'easier', 'softmax': 0.9999986290931702}, {'word': 'harder', 'softmax': 1.1779950455093058e-06}]
[{'word': 'easier', 'softmax': 0.9999989867210388}, {'word': 'harder', 'softmax': 8.589778417444904e-07}]
[{'word': 'easier', 'softmax': 0.9999997615814209}, {'word': 'harder', 'softmax': 1.4976315299009002e-07}]
[{'word': 'harder', 'softmax': 0.9999992847442627}, {'word': 'easier', 'softmax': 6.958339326956775e-07}]
[{'word': 'harder', 'softmax': 0.9999992847442627}, {'word': 'easier', 'softmax': 7.138476689760864e-07}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 7.977103422263099e-09}]
[{'word': 'harder', 'softmax': 0.9999970197677612}, {'word': 'easier', 'softmax': 2.981526904477505e-06}]
[{'word': 'harder', 'softmax': 0.9999960064888}, {'word': 'easier', 'softmax': 3.9375863707391545e-06}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 4.878147663589516e-09}]
[{'word': 'better', 'softmax': 0.9999996423721313}, {'word': 'worse', 'softmax': 2.2062158677726984e-07}]
[{'word': 'better', 'softmax': 0.9999996423721313}, {'word': 'worse', 'softmax': 1.8292332981673098e-07}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 3.215574695403234e-09}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 1.4524350433475774e-07}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 8.288711228487955e-08}]
[{'word': 'harder', 'softmax': 0.9999998211860657}, {'word': 'easier', 'softmax': 1.7559789000642922e-07}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.3333170123530635e-08}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 6.009661657202514e-09}]
[{'word': 'better', 'softmax': 0.9999998211860657}, {'word': 'worse', 'softmax': 6.778762440262653e-09}]
[{'word': 'worse', 'softmax': 1.0}, {'word': 'better', 'softmax': 3.1978617531791542e-09}]
[{'word': 'worse', 'softmax': 1.0}, {'word': 'better', 'softmax': 3.14469472684209e-09}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 1.6708298744561034e-08}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 5.632970090374556e-09}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 6.172321764807975e-09}]
[{'word': 'worse', 'softmax': 1.0}, {'word': 'better', 'softmax': 1.428362206290501e-09}]
[{'word': 'better', 'softmax': 0.9999998211860657}, {'word': 'worse', 'softmax': 4.901821171188203e-08}]
[{'word': 'better', 'softmax': 0.9999997019767761}, {'word': 'worse', 'softmax': 5.262117142024181e-08}]
[{'word': 'better', 'softmax': 0.9999997615814209}, {'word': 'worse', 'softmax': 1.248056591407476e-08}]
[{'word': 'worse', 'softmax': 1.0}, {'word': 'better', 'softmax': 6.070811076064331e-10}]
[{'word': 'worse', 'softmax': 1.0}, {'word': 'better', 'softmax': 3.4405672755255523e-10}]
[{'word': 'better', 'softmax': 0.9999968409538269}, {'word': 'worse', 'softmax': 1.602025918145955e-06}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 2.9961018110924442e-09}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 3.5842369072724978e-09}]
[{'word': 'harder', 'softmax': 0.9999980926513672}, {'word': 'easier', 'softmax': 1.8663562286747037e-06}]
[{'word': 'easier', 'softmax': 0.9999979734420776}, {'word': 'harder', 'softmax': 1.4101112810749328e-06}]
[{'word': 'easier', 'softmax': 0.9999967813491821}, {'word': 'harder', 'softmax': 2.6063630684802774e-06}]
[{'word': 'more', 'softmax': 0.9999997615814209}, {'word': 'less', 'softmax': 2.259844933405475e-07}]
[{'word': 'less', 'softmax': 0.9991434812545776}, {'word': 'more', 'softmax': 0.0008533506188541651}]
