[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 5.0627662062652234e-09}]
[{'word': 'less', 'softmax': 0.9999915957450867}, {'word': 'more', 'softmax': 8.386899025936145e-06}]
[{'word': 'less', 'softmax': 0.9999894499778748}, {'word': 'more', 'softmax': 1.0438558092573658e-05}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 1.4885399579611658e-09}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 1.0653066873089756e-08}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 1.71394081149856e-08}]
[{'word': 'better', 'softmax': 0.9999999403953552}, {'word': 'worse', 'softmax': 8.161444298160347e-10}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 1.24821750158155e-10}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 9.812668733122365e-11}]
[{'word': 'less', 'softmax': 0.9999976754188538}, {'word': 'more', 'softmax': 2.3078525828168495e-06}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 9.04099739518216e-10}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 1.075063038591395e-09}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 2.049675629223202e-08}]
[{'word': 'harder', 'softmax': 0.9999995827674866}, {'word': 'easier', 'softmax': 7.379185040790048e-10}]
[{'word': 'harder', 'softmax': 0.9999995231628418}, {'word': 'easier', 'softmax': 7.634947118972946e-10}]
[{'word': 'harder', 'softmax': 0.9999953508377075}, {'word': 'easier', 'softmax': 1.9933890649248553e-10}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 8.47714787255427e-09}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 8.957409924903459e-09}]
[{'word': 'harder', 'softmax': 0.9999995827674866}, {'word': 'easier', 'softmax': 6.447370970441568e-10}]
[{'word': 'easier', 'softmax': 0.9999990463256836}, {'word': 'harder', 'softmax': 2.5275512585687387e-11}]
[{'word': 'easier', 'softmax': 0.9999986290931702}, {'word': 'harder', 'softmax': 2.508426105718442e-11}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 9.141398749079599e-09}]
[{'word': 'harder', 'softmax': 0.9999992251396179}, {'word': 'easier', 'softmax': 7.338422092217911e-10}]
[{'word': 'harder', 'softmax': 0.999999463558197}, {'word': 'easier', 'softmax': 1.211005185020042e-09}]
[{'word': 'harder', 'softmax': 0.999999463558197}, {'word': 'easier', 'softmax': 7.434506898995608e-10}]
[{'word': 'easier', 'softmax': 0.9999993443489075}, {'word': 'harder', 'softmax': 6.70545355352381e-11}]
[{'word': 'easier', 'softmax': 0.9999997019767761}, {'word': 'harder', 'softmax': 6.697965099222714e-11}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 3.731010292384873e-11}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 5.389692511736932e-11}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 6.333360225152518e-11}]
[{'word': 'harder', 'softmax': 0.9999976754188538}, {'word': 'easier', 'softmax': 6.444113020975806e-10}]
[{'word': 'easier', 'softmax': 0.9999997615814209}, {'word': 'harder', 'softmax': 2.6028409649825335e-08}]
[{'word': 'easier', 'softmax': 0.9999997019767761}, {'word': 'harder', 'softmax': 3.4470993170998554e-08}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 1.23453219869063e-10}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 2.309799296273951e-10}]
[{'word': 'harder', 'softmax': 0.9999998211860657}, {'word': 'easier', 'softmax': 1.3831114031859215e-10}]
[{'word': 'better', 'softmax': 0.999998927116394}, {'word': 'worse', 'softmax': 8.682937924220369e-09}]
[{'word': 'worse', 'softmax': 0.9999995231628418}, {'word': 'better', 'softmax': 5.133315994498844e-10}]
[{'word': 'worse', 'softmax': 0.9999995827674866}, {'word': 'better', 'softmax': 5.275254677528096e-10}]
[{'word': 'worse', 'softmax': 0.9999991655349731}, {'word': 'better', 'softmax': 5.758788113041646e-09}]
[{'word': 'better', 'softmax': 0.9999996423721313}, {'word': 'worse', 'softmax': 4.104317774533683e-09}]
[{'word': 'better', 'softmax': 0.9999996423721313}, {'word': 'worse', 'softmax': 5.634773980744967e-09}]
[{'word': 'worse', 'softmax': 0.9999971985816956}, {'word': 'better', 'softmax': 2.0327903249572898e-10}]
[{'word': 'better', 'softmax': 0.9999997615814209}, {'word': 'worse', 'softmax': 3.255689762227121e-08}]
[{'word': 'better', 'softmax': 0.9999998211860657}, {'word': 'worse', 'softmax': 2.6950186082785876e-08}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.0080080770080713e-08}]
[{'word': 'harder', 'softmax': 0.9999998211860657}, {'word': 'easier', 'softmax': 1.3348065708296275e-10}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 7.981509203558446e-11}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 7.920331057675867e-11}]
[{'word': 'easier', 'softmax': 0.9999995827674866}, {'word': 'harder', 'softmax': 1.0827673202484789e-09}]
[{'word': 'easier', 'softmax': 0.9999995231628418}, {'word': 'harder', 'softmax': 1.8645627264390896e-09}]
[{'word': 'better', 'softmax': 0.9999998807907104}, {'word': 'worse', 'softmax': 1.517268621853418e-08}]
[{'word': 'worse', 'softmax': 0.9999987483024597}, {'word': 'better', 'softmax': 2.548541933045101e-10}]
[{'word': 'worse', 'softmax': 0.9999985098838806}, {'word': 'better', 'softmax': 2.0657542343371915e-10}]
[{'word': 'harder', 'softmax': 0.9999993443489075}, {'word': 'easier', 'softmax': 2.689242717401896e-10}]
[{'word': 'easier', 'softmax': 0.9999992251396179}, {'word': 'harder', 'softmax': 9.972789705159357e-09}]
[{'word': 'easier', 'softmax': 0.9999995231628418}, {'word': 'harder', 'softmax': 1.0873332456640128e-08}]
[{'word': 'easier', 'softmax': 0.999999463558197}, {'word': 'harder', 'softmax': 9.722722627003577e-10}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 6.950370834424291e-11}]
[{'word': 'harder', 'softmax': 0.9999996423721313}, {'word': 'easier', 'softmax': 5.937260405541878e-11}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 3.0757382751822604e-10}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 8.214193214506338e-11}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.1566207713809007e-10}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 2.3918267366696e-10}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 3.420635441564457e-10}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 5.31356847410791e-10}]
[{'word': 'easier', 'softmax': 0.9999985098838806}, {'word': 'harder', 'softmax': 1.027124540087243e-06}]
[{'word': 'harder', 'softmax': 0.9999996423721313}, {'word': 'easier', 'softmax': 4.808860420979499e-09}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 8.064362511106538e-09}]
[{'word': 'harder', 'softmax': 0.9999741911888123}, {'word': 'easier', 'softmax': 9.200856538882363e-07}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.3783881591677982e-08}]
[{'word': 'easier', 'softmax': 0.9999995827674866}, {'word': 'harder', 'softmax': 1.5979333412019514e-08}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 7.122863365793819e-08}]
[{'word': 'harder', 'softmax': 0.9999994039535522}, {'word': 'easier', 'softmax': 1.2717594977118551e-08}]
[{'word': 'harder', 'softmax': 0.9999992847442627}, {'word': 'easier', 'softmax': 9.304034875867728e-09}]
[{'word': 'harder', 'softmax': 0.9999990463256836}, {'word': 'easier', 'softmax': 7.803934165551141e-10}]
[{'word': 'easier', 'softmax': 0.9999971985816956}, {'word': 'harder', 'softmax': 1.9008286926691653e-06}]
[{'word': 'easier', 'softmax': 0.9999952912330627}, {'word': 'harder', 'softmax': 3.5051530176133383e-06}]
[{'word': 'easier', 'softmax': 0.9999985098838806}, {'word': 'harder', 'softmax': 1.690793816067071e-08}]
[{'word': 'harder', 'softmax': 0.9999909996986389}, {'word': 'easier', 'softmax': 1.0317378063007254e-08}]
[{'word': 'harder', 'softmax': 0.9999904036521912}, {'word': 'easier', 'softmax': 7.06995129107213e-09}]
[{'word': 'harder', 'softmax': 0.9999992251396179}, {'word': 'easier', 'softmax': 1.3159839440390897e-08}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 2.0568425185274464e-08}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 1.5019105958913315e-08}]
[{'word': 'less', 'softmax': 0.999999463558197}, {'word': 'more', 'softmax': 5.333903914106486e-07}]
[{'word': 'more', 'softmax': 0.9999992847442627}, {'word': 'less', 'softmax': 3.26790882354544e-07}]
[{'word': 'more', 'softmax': 0.9999991655349731}, {'word': 'less', 'softmax': 4.680580616422958e-07}]
[{'word': 'more', 'softmax': 0.9999997019767761}, {'word': 'less', 'softmax': 8.486662039786097e-08}]
[{'word': 'less', 'softmax': 0.9999997615814209}, {'word': 'more', 'softmax': 2.4501861162207206e-07}]
[{'word': 'less', 'softmax': 0.9999997615814209}, {'word': 'more', 'softmax': 2.8512138783298724e-07}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 2.73496170155596e-10}]
[{'word': 'less', 'softmax': 0.999998927116394}, {'word': 'more', 'softmax': 1.078304194379598e-06}]
[{'word': 'less', 'softmax': 0.9999987483024597}, {'word': 'more', 'softmax': 1.1892559541593073e-06}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 2.6542289199849023e-11}]
[{'word': 'easier', 'softmax': 0.999999463558197}, {'word': 'harder', 'softmax': 1.744154332072867e-08}]
[{'word': 'easier', 'softmax': 0.9999995231628418}, {'word': 'harder', 'softmax': 1.6815139503023602e-08}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 4.1628345215372065e-09}]
[{'word': 'less', 'softmax': 0.9999980330467224}, {'word': 'more', 'softmax': 1.977727379198768e-06}]
[{'word': 'less', 'softmax': 0.999998152256012}, {'word': 'more', 'softmax': 1.7484438785686507e-06}]
[{'word': 'less', 'softmax': 0.999999463558197}, {'word': 'more', 'softmax': 1.9760928182677162e-07}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 4.532903219445217e-10}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 5.897131671872557e-10}]
[{'word': 'easier', 'softmax': 0.9999985694885254}, {'word': 'harder', 'softmax': 9.507679088471832e-09}]
[{'word': 'harder', 'softmax': 0.9999998211860657}, {'word': 'easier', 'softmax': 3.546423571476609e-11}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 2.711234535490714e-11}]
[{'word': 'less', 'softmax': 0.9999993443489075}, {'word': 'more', 'softmax': 4.126330281906121e-07}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 5.141336689717946e-09}]
[{'word': 'more', 'softmax': 1.0}, {'word': 'less', 'softmax': 6.609796265877321e-09}]
[{'word': 'more', 'softmax': 0.9999997615814209}, {'word': 'less', 'softmax': 4.0813344370782545e-10}]
[{'word': 'less', 'softmax': 0.9999989867210388}, {'word': 'more', 'softmax': 9.617712066756212e-07}]
[{'word': 'less', 'softmax': 0.9999990463256836}, {'word': 'more', 'softmax': 8.230042567447526e-07}]
[{'word': 'less', 'softmax': 0.9999992847442627}, {'word': 'more', 'softmax': 5.520228683053574e-07}]
[{'word': 'more', 'softmax': 0.9999998211860657}, {'word': 'less', 'softmax': 8.166550768962111e-10}]
[{'word': 'more', 'softmax': 0.9999998211860657}, {'word': 'less', 'softmax': 7.497908405262876e-10}]
[{'word': 'less', 'softmax': 0.9999974370002747}, {'word': 'more', 'softmax': 2.4376145120186266e-06}]
[{'word': 'more', 'softmax': 0.9999994039535522}, {'word': 'less', 'softmax': 2.259006848248646e-08}]
[{'word': 'more', 'softmax': 0.9999995231628418}, {'word': 'less', 'softmax': 3.0753891877566275e-08}]
[{'word': 'more', 'softmax': 0.9999998807907104}, {'word': 'less', 'softmax': 5.274411463140893e-10}]
[{'word': 'less', 'softmax': 0.9999944567680359}, {'word': 'more', 'softmax': 5.4334409469447564e-06}]
[{'word': 'less', 'softmax': 0.999993622303009}, {'word': 'more', 'softmax': 6.281365585891763e-06}]
[{'word': 'less', 'softmax': 0.9999994039535522}, {'word': 'more', 'softmax': 1.8622755248998146e-07}]
[{'word': 'more', 'softmax': 0.9999987483024597}, {'word': 'less', 'softmax': 2.5661031077817142e-09}]
[{'word': 'more', 'softmax': 0.9999989867210388}, {'word': 'less', 'softmax': 2.625704764724901e-09}]
[{'word': 'more', 'softmax': 0.9999998211860657}, {'word': 'less', 'softmax': 1.4199033060435795e-09}]
[{'word': 'less', 'softmax': 0.9999989867210388}, {'word': 'more', 'softmax': 9.566300605001743e-07}]
[{'word': 'less', 'softmax': 0.9999992847442627}, {'word': 'more', 'softmax': 7.374156894002226e-07}]
[{'word': 'less', 'softmax': 0.9999871850013733}, {'word': 'more', 'softmax': 1.2711250747088343e-05}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 2.2473263250333275e-09}]
[{'word': 'more', 'softmax': 0.9999999403953552}, {'word': 'less', 'softmax': 3.0307367726578605e-09}]
[{'word': 'more', 'softmax': 0.999998927116394}, {'word': 'less', 'softmax': 2.1105373004814965e-09}]
[{'word': 'less', 'softmax': 0.9999992847442627}, {'word': 'more', 'softmax': 7.106710597781785e-08}]
[{'word': 'less', 'softmax': 0.9999994039535522}, {'word': 'more', 'softmax': 7.823021519470785e-08}]
[{'word': 'harder', 'softmax': 0.9999997019767761}, {'word': 'easier', 'softmax': 1.9538197448820682e-11}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 7.459276946120141e-11}]
[{'word': 'easier', 'softmax': 0.9999997019767761}, {'word': 'harder', 'softmax': 8.023604697315889e-11}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 1.3964768230678715e-10}]
[{'word': 'harder', 'softmax': 0.9999998211860657}, {'word': 'easier', 'softmax': 2.1816401116203643e-11}]
[{'word': 'harder', 'softmax': 0.9999998211860657}, {'word': 'easier', 'softmax': 2.8111405564468228e-11}]
[{'word': 'easier', 'softmax': 0.9999998211860657}, {'word': 'harder', 'softmax': 1.1589986570470501e-07}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 5.824113413765986e-11}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 9.140169177079827e-11}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 7.143318714319946e-10}]
[{'word': 'better', 'softmax': 0.9999997615814209}, {'word': 'worse', 'softmax': 4.5736378240235354e-08}]
[{'word': 'better', 'softmax': 0.9999997615814209}, {'word': 'worse', 'softmax': 4.750101467720924e-08}]
[{'word': 'easier', 'softmax': 0.9999997019767761}, {'word': 'harder', 'softmax': 1.0073423206691245e-09}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 2.1420006046657392e-10}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 1.989250569822687e-10}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 3.9314851374427917e-10}]
[{'word': 'easier', 'softmax': 0.9999998807907104}, {'word': 'harder', 'softmax': 2.344860483560751e-08}]
[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 2.5229624611711188e-08}]
[{'word': 'better', 'softmax': 0.9999997019767761}, {'word': 'worse', 'softmax': 1.362979702435041e-07}]
[{'word': 'worse', 'softmax': 0.9999997615814209}, {'word': 'better', 'softmax': 3.453545227571908e-10}]
[{'word': 'worse', 'softmax': 0.9999996423721313}, {'word': 'better', 'softmax': 2.529999543199324e-10}]
[{'word': 'harder', 'softmax': 0.999999463558197}, {'word': 'easier', 'softmax': 2.0752263796275372e-10}]
[{'word': 'easier', 'softmax': 0.999999463558197}, {'word': 'harder', 'softmax': 1.517000858264339e-09}]
[{'word': 'easier', 'softmax': 0.9999995827674866}, {'word': 'harder', 'softmax': 5.051595142191445e-09}]
[{'word': 'worse', 'softmax': 0.9999997019767761}, {'word': 'better', 'softmax': 3.804275471031016e-12}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 8.411784047090975e-10}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 6.629691795545511e-10}]
[{'word': 'better', 'softmax': 1.0}, {'word': 'worse', 'softmax': 3.000893145088668e-10}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 1.1825093855499791e-11}]
[{'word': 'worse', 'softmax': 0.9999998807907104}, {'word': 'better', 'softmax': 1.4175260791560174e-11}]
[{'word': 'better', 'softmax': 0.9999978542327881}, {'word': 'worse', 'softmax': 1.0795624802995007e-06}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 7.896616520397526e-12}]
[{'word': 'worse', 'softmax': 0.9999999403953552}, {'word': 'better', 'softmax': 7.377772004435457e-12}]
[{'word': 'harder', 'softmax': 0.9999997615814209}, {'word': 'easier', 'softmax': 1.821348766251063e-10}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 2.1442104980451404e-08}]
[{'word': 'easier', 'softmax': 1.0}, {'word': 'harder', 'softmax': 2.0272883816119247e-08}]
