[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 6.625523241154951e-09}]
[{'word': 'easier', 'softmax': 0.999998927116394}, {'word': 'harder', 'softmax': 4.21263773864311e-10}]
[{'word': 'easier', 'softmax': 0.9999982714653015}, {'word': 'harder', 'softmax': 4.972227518607042e-09}]
[{'word': 'easier', 'softmax': 0.9999983310699463}, {'word': 'harder', 'softmax': 3.2449956055558005e-09}]
[{'word': 'easier', 'softmax': 0.9999980330467224}, {'word': 'harder', 'softmax': 2.41115327703767e-09}]
[{'word': 'harder', 'softmax': 1.0}, {'word': 'easier', 'softmax': 1.778168057242624e-09}]
[{'word': 'harder', 'softmax': 1.0}, {'word': 'easier', 'softmax': 1.3513508090312598e-09}]
[{'word': 'harder', 'softmax': 1.0}, {'word': 'easier', 'softmax': 1.1505311148241049e-09}]
[{'word': 'harder', 'softmax': 1.0}, {'word': 'easier', 'softmax': 1.3404051202314804e-09}]
[{'word': 'harder', 'softmax': 1.0}, {'word': 'easier', 'softmax': 1.2151474271249185e-09}]
[{'word': 'harder', 'softmax': 1.0}, {'word': 'easier', 'softmax': 1.330968557589074e-09}]
[{'word': 'less', 'softmax': 1.0}, {'word': 'more', 'softmax': 2.0517724408364302e-08}]
[{'word': 'less', 'softmax': 0.9999999403953552}, {'word': 'more', 'softmax': 1.960871642836537e-08}]
[{'word': 'less', 'softmax': 0.9999999403953552}, {'word': 'more', 'softmax': 1.4156910310703097e-08}]
[{'word': 'more', 'softmax': 0.9999987483024597}, {'word': 'less', 'softmax': 4.932486490361043e-07}]
[{'word': 'more', 'softmax': 0.9999986290931702}, {'word': 'less', 'softmax': 5.139746690474567e-07}]
[{'word': 'more', 'softmax': 0.9999986886978149}, {'word': 'less', 'softmax': 6.378851935551211e-07}]
[{'word': 'more', 'softmax': 0.9999988675117493}, {'word': 'less', 'softmax': 4.721357811376947e-07}]
[{'word': 'more', 'softmax': 0.9999988079071045}, {'word': 'less', 'softmax': 5.140669259162678e-07}]
[{'word': 'more', 'softmax': 0.999998152256012}, {'word': 'less', 'softmax': 1.0915218808804639e-06}]
[{'word': 'easier', 'softmax': 0.999996542930603}, {'word': 'harder', 'softmax': 2.007892963007407e-09}]
[{'word': 'easier', 'softmax': 0.9999966621398926}, {'word': 'harder', 'softmax': 2.8626341297410818e-09}]
[{'word': 'easier', 'softmax': 0.9999968409538269}, {'word': 'harder', 'softmax': 2.0983468296265073e-09}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 1.605937605120289e-10}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 1.2662354498260697e-10}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 1.4022152883264027e-10}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 1.4045709040289012e-10}]
[{'word': 'harder', 'softmax': 0.9999998807907104}, {'word': 'easier', 'softmax': 1.1947204336948403e-10}]
[{'word': 'harder', 'softmax': 0.9999999403953552}, {'word': 'easier', 'softmax': 1.6847681583165297e-10}]
